"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","Type"
"839","3.74500876","0.0","0.26702207","0.0","1","5","false","芳淳","157.0","1","0","0","0.45099825","false","0","芳淳","0","0.0","PERSON"
"840","3.18248687","2.5673E-4","0.31421968","0.0","8","4","false","芳派","167.5","8","0","0","0.56350263","false","0","芳派","378846","0.17544784","PERSON"
"841","3.2028021","1.1485E-4","0.3122266","0.0","4","4","false","芳委","344.25","4","0","0","0.55943958","false","0","芳委","311930","0.37148268","PERSON"
"842","3.35761821","5.439E-5","0.29783017","0.0","3","4","false","芳代","280.0","3","0","0","0.52847636","false","0","芳代","121450","0.39630682","PERSON"
"843","3.76532399","1.112E-5","0.2655814","0.0","14","4","false","芝庭","34.07142857","14","0","0","0.4469352","false","0","芝庭","6532","0.2979408","PERSON"
"844","3.80595447","1.0E-8","0.26274618","0.0","3","5","false","艾戞","68.0","3","0","0","0.43880911","false","0","艾戞","6","1.0","PERSON"
"845","3.2385289","1.9774E-4","0.30878218","0.0","9","4","false","良玉","142.55555556","9","0","0","0.55229422","false","0","良玉","255808","0.16308244","PERSON"
"846","3.84168126","1.6E-7","0.2603027","0.0","5","5","false","良為","15.0","5","0","0","0.43166375","false","0","良為","20","1.0","PERSON"
"847","3.43957968","2.65E-6","0.2907332","0.0","2","4","false","良槐","313.0","2","0","0","0.51208406","false","0","良槐","1142","0.53061224","PERSON"
"848","3.80595447","1.0E-8","0.26274618","0.0","3","5","false","良吳","68.0","3","0","0","0.43880911","false","0","良吳","6","1.0","PERSON"
"849","3.80595447","1.0E-8","0.26274618","0.0","3","5","false","良卿","68.0","3","0","0","0.43880911","false","0","良卿","6","1.0","PERSON"
"850","3.24553415","6.693E-5","0.30811569","0.0","5","4","false","舫陸","245.4","5","0","0","0.55089317","false","0","舫陸","186596","0.28352668","PERSON"
"851","3.35761821","5.439E-5","0.29783017","0.0","3","4","false","舫石","280.0","3","0","0","0.52847636","false","0","舫石","121450","0.39630682","PERSON"
"852","3.74781086","4.12E-6","0.26682243","0.0","5","5","false","舫孫","71.2","5","0","0","0.45043783","false","0","舫孫","6936","0.47432432","PERSON"
"853","3.43887916","1.025E-5","0.29079242","0.0","3","4","false","舫勞","205.0","3","0","0","0.51222417","false","0","舫勞","2382","0.34693878","PERSON"
